,PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WK_CENT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,NOW_WORK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,CHECK_SIZE,CHECK_DAY_NIGHT,CHECK_WORK,CHECK_IN,RANK
60,SN2463,S091S,19.900,8.900,2.500,35.000,3N,03,3N-03,사외IN,OP,내업의장,20240220,2024-02-29,20240308,생산2,3J,선행의장부선행의장1과,S090S,A,대조립(ASSEMBLY),20240312,2024-03-19,,,,,,20240311,20240308,선행의장,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-1,1,0,1,1,61
61,SN2601,D401S,17.500,13.700,4.100,37.000,3L,08,3L-08,부수이동,OP,내업의장,20240215,2024-02-26,20240222,생산2,3J,선행의장부선행의장1과,D400S,A,대조립(ASSEMBLY),20240312,2024-03-19,,,,,,20240311,20240219,선행의장,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-1,1,0,1,1,62
62,SN2463,B181S,17.200,18.300,2.300,58.000,3L,06,3L-06,부수이동,OP,내업의장,20240305,2024-03-08,20240306,생산2,3J,선행의장부선행의장1과,B180S,A,대조립(ASSEMBLY),20240312,2024-03-20,,,,,,20240311,20240309,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-1,1,0,1,1,63
63,SN2612,E430C,20.700,14.800,5.700,81.000,3L,11,3L-11,부수이동,O,선행의장(OUTFITTING),20240207,2024-02-28,20240227,생산2,3I,선행의장부선행의장2과,E430C,TP,도장 족장설치(PNT STAGING),20240312,2024-03-14,20240305,생산3,1G43200,FPS,족장부족장2과,20240214,20240214,도장,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-1,1,0,1,1,64
64,SN2627,D380S,13.000,19.000,5.300,57.000,3K,13,3K-13,부수이동,R,TURN OVER,20240312,2024-03-12,20240304,생산2,3K,선행도장부선행도장1과,D38GC,OG,MAIN 의장,20240312,2024-03-27,,,,,,20240125,20240123,선행의장,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-1,1,0,1,1,65
65,SN2463,S092S,19.900,3.300,1.900,0.000,3J,07,3J-07,부수이동,M,중조(MID ASSEMBLY),20240208,2024-02-26,20240229,생산2,52C,판넬조립부대조립과,S090S,A,대조립(ASSEMBLY),20240312,2024-03-19,,,,,,20240221,20240219,조립,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-1,1,0,1,1,66
66,SN2598,D171S,21.300,10.300,1.900,64.000,52BAY,02,52BAY-02,부수이동,OP,내업의장,20240221,2024-02-26,20240227,생산2,3J,선행의장부선행의장1과,D170C,A,대조립(ASSEMBLY),20240311,2024-03-18,,,,,,20240220,20240220,조립,20240311,20240221,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-2,1,1,1,1,67
67,SN2464,B19AS,19.700,5.700,2.300,35.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240304,2024-03-04,20240304,생산2,3J,선행의장부선행의장1과,B191S,M,중조(MID ASSEMBLY),20240311,2024-03-19,,,,,,20240311,20240307,선행의장,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-2,1,0,1,1,68
68,SN2612,B120S,21.500,15.700,3.200,66.000,HNC,06,HNC-06,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,,생산2,,,B12GS,OG,MAIN 의장,20240311,2024-03-21,,,,,,20240311,20240308,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-2,1,0,1,1,69
69,SN2607,D311P,19.600,13.800,4.900,46.000,3L,02,3L-02,부수이동,OP,내업의장,20240223,2024-03-05,20240304,생산2,3J,선행의장부선행의장1과,D310P,S,소조립(SUB ASSEMBLY),20240311,2024-03-13,,생산2,1H47100,322,가공부소조립과,20240311,20240301,선행의장,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-2,1,0,1,1,70
70,SN2598,T550P,4.300,17.200,5.300,14.000,2P1,23,2P1-23,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240229,생산3,,,B22GC,OG,MAIN 의장,20240311,2024-03-28,,,,,,20240219,20240219,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-2,1,0,1,1,71
71,SN2601,E520P,21.100,13.700,5.600,73.000,2B7,55,2B7-55,부수이동,R,TURN OVER,20240312,2024-03-12,20240227,생산1,3I,,E52GC,G,PE(PRE-ERECTION),20240311,2024-03-22,,,,,,20240223,20240223,도장,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-2,1,0,1,1,72
72,SN2634,B111S,20.800,12.600,3.200,97.000,HZ05,02,HZ05-02,부수이동,OP,내업의장,20240227,2024-03-04,20240307,생산2,3I,선행의장부선행의장2과,B110S,A,대조립(ASSEMBLY),20240308,2024-03-26,,,,,,20240226,20240226,조립,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-5,1,0,1,1,73
73,SN2598,D191P,15.300,10.200,1.900,41.000,PS2,06,PS2-06,부수이동,OP,내업의장,20240221,2024-02-26,20240222,생산1,3J,선행의장부선행의장1과,D190C,A,대조립(ASSEMBLY),20240306,2024-03-21,,,,,,20240229,20240301,선행의장,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-7,1,0,1,1,74
74,SN2598,D191S,15.300,10.300,1.900,43.000,3L,16,3L-16,부수이동,OP,내업의장,20240222,2024-02-27,20240222,생산1,3J,선행의장부선행의장1과,D190C,A,대조립(ASSEMBLY),20240306,2024-03-21,,,,,,20240311,20240301,선행의장,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-7,1,0,1,1,75
75,SN2591,S082S,11.000,2.800,2.600,9.000,VB,10,VB-10,부수이동,M,중조(MID ASSEMBLY),20240223,2024-02-29,20240306,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,S080S,A,대조립(ASSEMBLY),20240328,2024-04-09,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,76
76,SN2591,S082P,11.000,2.800,2.600,9.000,VB,10,VB-10,부수이동,M,중조(MID ASSEMBLY),20240222,2024-02-28,20240306,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,S080P,A,대조립(ASSEMBLY),20240328,2024-04-08,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,77
77,SN2615,E662S,10.200,5.400,1.200,11.000,VB,16,VB-16,부수이동,OP,내업의장,20240304,2024-03-05,20240308,생산1,S1,전략생산팀(의장그룹)의장3과,E660C,A,대조립(ASSEMBLY),20240311,2024-03-20,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,78
78,SN2615,E662P,10.200,5.400,1.200,11.000,VB,16,VB-16,부수이동,OP,내업의장,20240307,2024-03-08,20240308,생산1,S1,전략생산팀(의장그룹)의장3과,E660C,A,대조립(ASSEMBLY),20240311,2024-03-20,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,79
79,SN2612,D131S,15.500,9.900,1.900,36.000,VB,13,VB-13,부수이동,M,중조(MID ASSEMBLY),20240229,2024-03-07,20240311,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,D131S,OP,내업의장,20240326,2024-03-29,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,80
80,SN2612,D131P,15.500,10.000,1.900,36.000,VB,02,VB-02,부수이동,M,중조(MID ASSEMBLY),20240228,2024-03-06,20240311,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,D131P,OP,내업의장,20240326,2024-03-29,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,81
81,SN2616,L151S,17.600,5.800,2.500,34.000,VB,01,VB-01,부수이동,OP,내업의장,20240222,2024-02-26,20240304,생산1,UA,전략생산팀(의장그룹)의장3과,L150S,A,대조립(ASSEMBLY),20240304,2024-03-15,,,,,,,,,20240223,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,82
82,SN2616,L151P,17.600,5.800,2.500,34.000,VB,13,VB-13,부수이동,OP,내업의장,20240222,2024-02-26,20240304,생산1,UA,전략생산팀(의장그룹)의장3과,L150P,A,대조립(ASSEMBLY),20240305,2024-03-28,,,,,,,,,20240224,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,83
83,SN2616,K170C,9.200,13.200,2.000,24.000,VB,13,VB-13,부수이동,A,대조립(ASSEMBLY),20240226,2024-02-29,20240306,생산1,R2,[가상]전략생산팀(가공그룹)조립2과,K170C,OP,내업의장,20240313,2024-03-18,20240307,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,-36524,1,0,1,1,84
84,SN2634,E311S,14.900,4.900,3.000,21.000,VB,03,VB-03,부수이동,OP,내업의장,20240228,2024-03-04,20240229,생산1,S1,전략생산팀(의장그룹)의장3과,E310S,A,대조립(ASSEMBLY),20240307,2024-03-18,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,85
85,SN2634,E311P,14.900,4.900,3.000,20.000,VB,04,VB-04,부수이동,OP,내업의장,20240228,2024-03-04,20240229,생산1,S1,전략생산팀(의장그룹)의장3과,E310P,A,대조립(ASSEMBLY),20240306,2024-03-15,,,,,,,,,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,86
86,SN2634,E312P,15.000,5.200,3.700,13.000,VARD,01,VARD-01,부수이동,OP,내업의장,20240227,2024-02-29,20240229,생산1,S1,전략생산팀(의장그룹)의장3과,E310P,A,대조립(ASSEMBLY),20240306,2024-03-15,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,87
87,SN2616,L152P,17.600,10.000,5.800,46.000,VARD,01,VARD-01,부수이동,OP,내업의장,20240223,2024-02-27,20240304,생산1,UA,전략생산팀(의장그룹)의장3과,L150P,A,대조립(ASSEMBLY),20240305,2024-03-28,,,,,,,,,20240228,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,88
88,SN2591,E552C,12.500,7.100,2.000,19.000,VA,11,VA-11,부수이동,OP,내업의장,20240306,2024-03-08,20240228,생산1,S1,전략생산팀(의장그룹)의장3과,E550C,A,대조립(ASSEMBLY),20240307,2024-03-26,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,89
89,SN2607,F311P,15.300,8.100,3.600,23.000,VA,10,VA-10,부수이동,M,중조(MID ASSEMBLY),20240229,2024-03-07,20240306,생산1,R2,[가상]전략생산팀(가공그룹)조립2과,F310P,A,대조립(ASSEMBLY),20240312,2024-03-22,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,90
90,SN2616,L152S,17.600,10.000,5.800,46.000,VA,09,VA-09,부수이동,OP,내업의장,20240226,2024-02-28,20240304,생산1,UA,전략생산팀(의장그룹)의장3과,L150S,A,대조립(ASSEMBLY),20240304,2024-03-15,,,,,,,,,20240228,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,91
91,SN2612,D121S,15.900,9.900,1.900,33.000,VA,11,VA-11,부수이동,M,중조(MID ASSEMBLY),20240227,2024-03-05,20240305,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,D121S,OP,내업의장,20240314,2024-03-21,20240306,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,92
92,SN2616,D360P,10.600,15.100,5.500,37.000,VA,08,VA-08,조립OUT,A,대조립(ASSEMBLY),20240223,2024-03-11,20240307,생산1,N3,[가상]전략생산팀(가공그룹)조립1과,D360P,OP,내업의장,20240318,2024-04-03,20240308,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,-36524,1,0,1,1,93
93,SN2634,F11AS,14.700,5.500,2.400,25.000,UF,06,UF-06,부수이동,MP,선행중조,20240216,2024-02-26,20240223,생산1,P4,[가상]전략생산팀(가공그룹)조립1과,F111S,M,중조(MID ASSEMBLY),20240308,2024-03-19,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,94
94,SN2637,E33AS,6.800,4.900,4.100,5.000,UF,05,UF-05,부수이동,MP,선행중조,20240223,2024-02-29,20240305,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,E331S,M,중조(MID ASSEMBLY),20240304,2024-03-13,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,95
95,SN2591,S421S,8.200,6.700,4.200,7.000,UF,16,UF-16,부수이동,M,중조(MID ASSEMBLY),20240222,2024-03-06,20240311,생산1,P4,[가상]전략생산팀(가공그룹)조립1과,S420S,A,대조립(ASSEMBLY),20240311,2024-03-20,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,96
96,SN2463,F322S,7.700,5.800,2.100,9.000,UF,14,UF-14,부수이동,M,중조(MID ASSEMBLY),20240226,2024-03-08,20240311,생산1,P4,[가상]전략생산팀(가공그룹)조립1과,F322S,OP,내업의장,20240313,2024-03-13,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,97
97,SN2463,F642P,7.600,8.000,2.600,8.000,UF,18,UF-18,부수이동,OP,내업의장,20240226,2024-02-27,20240228,생산1,UA,전략생산팀(의장그룹)의장3과,F640P,A,대조립(ASSEMBLY),20240229,2024-03-25,,,,,,,,,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,98
98,SN2591,E551C,7.200,8.900,5.200,7.000,UF,03,UF-03,부수이동,OP,내업의장,20240305,2024-03-07,20240228,생산1,S1,전략생산팀(의장그룹)의장3과,E550C,A,대조립(ASSEMBLY),20240307,2024-03-26,,,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,99
99,SN2463,F321P,8.400,5.700,3.700,14.000,UE,14,UE-14,부수이동,M,중조(MID ASSEMBLY),20240222,2024-03-11,20240311,생산1,C4,[가상]전략생산팀(가공그룹)조립3과,F321P,OP,내업의장,20240313,2024-03-13,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,100
100,SN2607,F311S,15.300,8.100,3.600,23.000,UE,06,UE-06,조립OUT,M,중조(MID ASSEMBLY),20240229,2024-03-06,20240304,생산1,R2,[가상]전략생산팀(가공그룹)조립2과,F310S,A,대조립(ASSEMBLY),20240313,2024-03-29,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,101
101,SN2608,D32AP,16.000,4.500,2.200,14.000,UE,17,UE-17,부수이동,S,소조립(SUB ASSEMBLY),20240306,2024-03-11,20240308,1,P0,[가상]전략생산팀(가공그룹)가공2과,D32AP,MP,소조립(SUB ASSEMBLY),20240313,2024-03-19,20240312,20240318,1J92400,N0,[가상]전략생산팀(가공그룹)가공2과,,,,20240309,,,TB_ZENI_NOW_P_STG_IS_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,1,-36524,1,0,1,1,102
102,SN2615,F732S,4.100,5.200,2.100,5.000,UE,15,UE-15,부수이동,M,중조(MID ASSEMBLY),20240220,2024-02-29,20240229,생산1,P4,[가상]전략생산팀(가공그룹)조립1과,F730S,A,대조립(ASSEMBLY),20240311,2024-03-26,,,,,,,,,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,103
103,SN2615,S420P,14.600,10.700,2.700,17.000,UC,11,UC-11,부수이동,R,TURN OVER,20240312,2024-03-12,20240312,생산1,UA,전략생산팀(의장그룹)의장3과,F31PC,OG,MAIN 의장,20240312,2024-03-26,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,104
104,SN2607,D331S,15.500,13.800,4.100,40.000,UB,06,UB-06,부수이동,OP,내업의장,20240306,2024-03-12,20240311,생산1,UA,전략생산팀(의장그룹)의장3과,D330S,A,대조립(ASSEMBLY),20240308,2024-03-26,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,105
105,SN2612,D321S,15.900,13.800,4.100,38.000,UB,02,UB-02,부수이동,OP,내업의장,20240306,2024-03-12,20240305,생산1,UA,전략생산팀(의장그룹)의장3과,D320S,TO,SHOP OUT(검사/OUT),20240322,2024-03-22,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,106
106,SN2615,S420S,14.600,11.000,2.700,17.000,UB,01,UB-01,선행의장IN,R,TURN OVER,20240312,2024-03-12,20240312,생산1,UA,전략생산팀(의장그룹)의장3과,F31PC,OG,MAIN 의장,20240312,2024-03-26,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,107
107,SN2615,F731S,12.600,10.100,3.300,21.000,UA,12,UA-12,부수이동,M,중조(MID ASSEMBLY),20240216,2024-02-29,20240228,생산1,C2,[가상]전략생산팀(가공그룹)조립2과,F730S,A,대조립(ASSEMBLY),20240311,2024-03-26,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,1,-36524,1,0,1,1,108
108,SN2615,F72BS,6.900,9.800,3.500,17.000,UA,07,UA-07,조립OUT,MP,선행중조,20240208,2024-02-23,20240227,생산1,P4,[가상]전략생산팀(가공그룹)조립1과,F723S,M,중조(MID ASSEMBLY),20240304,2024-03-14,,,,,,,,,20240223,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-36524,1,0,1,1,109
109,SN2612,D351P,15.500,13.800,4.100,36.000,UA,01,UA-01,조립OUT,M,중조(MID ASSEMBLY),20240306,2024-03-12,20240311,생산1,N2,[가상]전략생산팀(가공그룹)조립2과,D351P,OP,내업의장,20240318,2024-03-26,20240312,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,110
110,SN2612,D121P,15.900,10.000,1.900,32.000,UA,13,UA-13,조립OUT,M,중조(MID ASSEMBLY),20240226,2024-03-04,20240305,생산1,N0,[가상]전략생산팀(가공그룹)가공2과,D121P,OP,내업의장,20240314,2024-03-21,20240306,생산1,1J95300,UA,전략생산팀(의장그룹)의장3과,,,,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-36524,1,0,1,1,111
111,SN2616,S350P,13.200,6.900,7.000,19.000,UA,11,UA-11,부수이동,A,대조립(ASSEMBLY),20240222,2024-02-29,20240313,생산1,N4,[가상]전략생산팀(가공그룹)조립1과,S350P,TO,SHOP OUT(검사/OUT),20240314,2024-03-14,20240314,생산1,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,0,-36524,1,0,1,1,112
112,SN2616,D361S,5.500,14.300,2.000,16.000,UA,15,UA-15,부수이동,OP,내업의장,20240228,2024-03-04,20240222,생산1,UA,전략생산팀(의장그룹)의장3과,D360S,R,TURN OVER,20240405,2024-04-05,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,113
113,SN2616,D154P,5.800,11.500,2.000,12.000,UA,11,UA-11,부수이동,OP,내업의장,20240227,2024-02-29,20240221,생산1,UA,전략생산팀(의장그룹)의장3과,D150P,TO,SHOP OUT(검사/OUT),20240313,2024-03-13,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,114
114,SN2634,E312S,15.000,5.200,3.700,13.000,UA,09,UA-09,선행의장OUT,OP,내업의장,20240227,2024-02-29,20240229,생산1,S1,전략생산팀(의장그룹)의장3과,E310S,A,대조립(ASSEMBLY),20240307,2024-03-18,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-36524,1,0,1,1,115
115,SN2598,D320P,15.200,12.900,4.200,24.000,UA,03,UA-03,부수이동,R,TURN OVER,20240311,2024-03-11,20240311,생산2,,,D320P,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240312,생산2,1G43200,3P1,족장부족장2과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,-36524,1,0,1,1,116
116,SN2598,F510S,14.500,14.400,3.000,45.000,UA,04,UA-04,부수이동,OP,내업의장,20240221,2024-02-28,20240228,생산1,UA,전략생산팀(의장그룹)의장3과,F510S,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240305,생산2,1G43200,3P1,족장부족장2과,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,117
117,SN2463,E370S,16.000,9.700,5.200,15.000,UA,14,UA-14,선행의장OUT,O,선행의장(OUTFITTING),20240223,2024-03-11,20240311,생산1,S1,전략생산팀(의장그룹)의장3과,E370S,TP,도장 족장설치(PNT STAGING),20240315,2024-03-18,20240314,생산2,1G43200,3P1,족장부족장2과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,118
118,SN2590,D370C,11.600,10.200,2.400,20.000,UA,05,UA-05,부수이동,OP,내업의장,20240208,2024-03-12,20240304,생산1,UA,전략생산팀(의장그룹)의장3과,D370C,TP,도장 족장설치(PNT STAGING),20240318,2024-03-18,20240306,생산2,1G43200,3P1,족장부족장2과,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-36524,1,0,1,1,119
119,SN2634,M310S,21.700,17.600,3.400,59.000,SGO,02,SGO-02,사외IN,O,선행의장(OUTFITTING),20240215,2024-03-12,20240312,생산2,SGH,선실부선실1과,M310S,R,TURN OVER,20240313,2024-03-13,20240313,생산2,,,,,,,20240217,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,120
120,SN2634,M310P,21.700,17.600,3.400,63.000,SGO,03,SGO-03,사외IN,O,선행의장(OUTFITTING),20240215,2024-03-12,20240312,생산2,SGH,선실부선실1과,M310P,R,TURN OVER,20240313,2024-03-13,20240313,생산2,,,,,,,20240217,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-36524,1,0,1,1,121
